Title,First Paragraph
Johannes Gutenberg,"<START> Ni Johannes Gensfleisch zur Laden zum Gutenberg ket maysa idi nga Aleman mammanday, mammanday ti balitok, agimalmaldit, ken agipabpablaak a nangipangyuna ti panagimaldit diay Europa. Ti inbensionna ti of mekaniko a magunay a kita a panagimaldit ket nagirugi ti Rebolusion ti Panagimaldit ket kaaduana naipanpanunotan a kas ti kangrunaan a pasamak ti moderno a paset ti panawen. Daytoy ket nagtignay ti papapel iti panagrang-ay ti Renasimiento, Reformation, ti Panawen ti Panangilawlawag ken ti Sientipiko a Rebolusion ken nangiyuna ti batayan para iti moderno a naibatay ti pammakaammo nga ekonomia ken ti panakaiwarwaran ti panagadadal kadagiti masa. <END>"
James Prescott Joule,"<START> Ni James Prescott Joule FRS ket maysa idi nga Ingles a pisiko ken agar-aramid iti serbesa, a naipasngay idiay Salford, Lancashire. Ni Joule ket inadalna ti kasasaad ti pudot, ken nakaduktal ti pannakaikabagianna ti mekaniko nga obra. Daytoy ti nakaiturongan ti teoria ti panagin-inut ti enerhia, a nakaiturongan ti panagrang-ay ti umuna a linteg ti termodinamiko. Ti naibatay ti SI a paset ti enerhia, ti joule, ket nainaganan kaniana. Isu ket kimmadua a nag-obra kenni Lord Kelvin tapno mangirang-ay ti naipatingnga a gatad ti temperatura, nagar-aramid kadagiti panagpalpaliiw ti magnetostriksion, ken nabirukanna ti pannakaikabagian a nagbaetan ti ayus babaen ti resistansia ken ti pudot ket agwara, nga itan ket maysa kadagiti dua a linteg a tinawtawagan ti Linteg ni Joule. <END>"
Johannes Kepler,"<START> Ni Johannes Kepler ket maysa idi nga Aleman a matematiko, astronomo ken astrologo. Isu ket maysa kadagiti nangruna a pigura ti maika-17 a siglo ti sientipiko a rebolusion, isu ket nadayeg nga ammo para iti linlinteg ti planetario a panagkuti a naipanagan kaniana, nga inkodigo babaen dagiti simmaruno nga astronomo, a nangibatay kadagiti obrana iti Astronomia nova, Harmonices Mundi, ken Epitome ti Koperniko nga Astronomia. Dagitoy nga obra ket nangited ti maysa kadagiti kammasapulan para iti teoria ni Isaac Newtoniti unibersal a grabitasion. <END>"
Mo Yan,"<START> Ni Guan Moye, nalatlatak a naam-ammuan iti parno a naganna iti Mo Yan, ket maysa nga Insik a nobelista ken mannurat ti ababa a sarita. Isu ket inbagbaga babaen ni Donald Morrison iti U.S. news magazine TIME a kas 'maysa kadagiti kadayegan, kankanayon a naiparparit ken kaaduan a pinirata kadagiti amin a mannurat nga Insik', ken babaen ni Jim Leach a kas ti Insik a sungbat kenni Franz Kafka wenno ni Joseph Heller. Isu ket kaaduan a naamammuan kadagiti Lumaud nga agbasbasa para iti nobelana idi 1987 itiRed Sorghum Clan, kadagiti tomo ti Red Sorghum ken Sorghum Wine a nakamponan para iti pelikula ti Red Sorghum. Idi 2012, ni Mo ket nagungunaan ti Premio Nobel iti Literatura para iti obrana a kas mannurat 'nga isu ket adda iti binullabulla a realismo amaitiptipon kadagiti sarsarita, pakasaritaan ken kontemporaneo'. <END>"
Max Planck,"<START> Ni Max Karl Ernst Ludwig Planck, ForMemRS ket maysa idi nga Aleman a teoretikal a pisiko a nangirugi ti kuantum a teoria, a nagabakanna ti Premio Nobel iti Pisika idi 1918. <END>"
Nikola Tesla,"<START> Ni Nikola Tesla ket maysa idi a Serbio-Amerikano nga inbentor, elektrikal nga inhenniero, mekanikal nga inhenniero, pisiko, ken puturista a naindayegan a naamammoan para kadagiti kontribusionna ti panagdisenio ti moderno nga agsisinnublat a koriente (AC) ti magun-od nga elektriko a sistema. <END>"
James Watt,"<START> Ni James Watt, FRS, FRSE ket maysa idi nga Eskoses nga imbentor ken mekanikal nga inheniero a ti panagpaspasayaatna ti Newcomen a pison a makina ket kammasapulan idi kadagiti panagbalbaliw nga inyeg babaen ti Industrial a Rebolusion idiay katutubona a Gran Britania ken ti sangalubongan. <END>"
Chanakya,"<START> Ni Chanakya ket maysa idi nga Indiano a manursuro, pilosopo ken naarian nga agbalbalakad. <END>"
Gottfried Wilhelm Leibniz,<START> Ni Gottfried Wilhelm Leibniz ket maysa idi nga Aleman a matematiko ken pilosopo. <END>
Noam Chomsky,"<START> Ni Avram Noam Chomsky ket maysa nga Amerikano a linguistiko, pilosopo, ti kognitibo a sientista, lohiko, historiador, politikal a kritiko, ken aktibista. Isu ket maysa a Propesor ti Instituto ken Propesor (Emeritus) iti Departamento ti Lingguistika ken Pilosopia idiay MIT, nga idiay ket nagtrabtrabaho iti sumurok a 50 a tawtawen. Iti maipatinayon kadagiti obran ti lingguistika, isu ket nagsursurat kadagiti maipanggep ti gubat, politika, ken masa a midia, ken isu ti nagsursurat kadagiti 100 a liblibro. Segun ti Pangsurotan ti Dakamat Dagiti Arte ken Dagiti Kinataon idi 1992, ni Chomsky ket nadakamatan idi a kas maysa a kaaduan a taudan ngem ti sinoman a sibibiag nga eskolar manipud idi 1980 aginggana idi 1992, ken isu idi ti maikawalo a kaaduan a nadakamatan a taudan para iti amin. Isu ket naipalpalawagan idi a kas maysa a prominente a pigura ti kultura, ken nabutosan idi a kas ti 'kalaingan a publiko nga intelektual iti lubong' idi 2005 a panagbutos. <END>"
Franz Kafka,"<START> Ni Franz Kafka ket maysa kadagiti kangrunaan a mannurat iti piksion iti Aleman piksion iti maika-20 a siglo. Naipasngay iti agpakatengnga a klase a pamilia a Hudio iti Prague, Austria-Hungaria. Mairaman kadagiti kadakkelan iti impluensa iti Akinlaud a literatura, ti naidumduma a dagup ti sinuratanna, a kaaduanna ket saan a naituloy wenno saan a nakompleto ket naipablaak kalpasan ti ipapatayna. <END>"
Karl Marx,"<START> Ni Karl Heinrich Marx ket maysa idi nga Aleman a philosopo, ekonomista, sosiolohista, historiador, agiwarwarnak, kenrebolusionario a sosialista. Dagiti kapanunutanna ket adda dagiti naipangpangruna a papel ti panagrangrang-ay iti siensia sosial ken ti sosialista a tignay ti politiko. Isu ket nangipablaak kadagiti nadumaduma a liblibro iti dagup a kabibiagna, a ti kalatakan ket ti Ti Komunista a Warragawag (1848) ken Kapital (1867–1894); adu kadagiti abrana ket kumaduaan nga insurat ti gayyemna ken kailiana a rebolusionario a sosialisata a ni, Friedrich Engels. <END>"
Voltaire,"<START> Ni François-Marie Arouet, naamammuan babaen ti panagsursurat a naganna a Voltaire, ket maysa idi a Pranses a mannurat ti Panangipalawag, historiador ken pilosopo a naindayegan para iti kasariritna, dagiti panagrautna iti Simbaan a Katoliko, ken ti panangiyunana ti wayawaya ti relihion, wayawaya ti panagiyebkas, ken panagsina ti simbaan ken estado. Ni Voltaire ket maysa idi a nalaing a mannurat, a nagpatpataud kadagiti obrana iti ganganai amin a porma ti literario, a mairamraman dagiti pabuya, dandaniw, nobnobela, salsalysay, ken dagiti naipakasaritaan ken sientipiko nga obra. Isu ket nagsursurat ti adadu ngem 20,000 a sursurat ken adadu ngem 2,000 a liblibro ken polieto. Isu idi ket saan a maat-atiw a mangipatakder, urayno adda dagidi panagsensura a linlinteg nga adda ti narusanger a dusa para kadagiti aglabsing kadagitoy. A kas maysa a polemista satiriko, isu ket kankanayon a nagus-usar kadagti obrana a mangdillaw kadagiti saan a makapabus-oy, relihioso a patpatien, ken dagiti patakder ti Pranses iti panawenna. <END>"
Jorge Luis Borges,"<START> Ni Jorge Francisco Isidoro Luis Borges, ammo a kas ni Jorge Luis Borges, ket maysa idi nga Arhentino a mannurat ti ababa a sarita, manalaysay, mannaniw ken agipatpatarus a naipasngay idiay Buenos Aires. Dagiti obrana ket arakupenna ti 'karakter ti saan a kinapudno kadagiti amin a literatura'. Daggiti naindayegan a liblibrona, Ficciones (1944) ken Ti Aleph (1949), ket ururnong dagiti ababa a sarita a naisilsilpo babaen dagiti sapasap a tema a kas dagiti tagtagainep, labirinto, dagiti biblioteka, sarsarming, ay-ayup, piksional a manmannurat, pilosopia, relihion ken Dios. Dagiti obrana ket nakaiparawad iti pilosopiko a literatura ken ti pay pantasia ken dagiti kita ti salamangka a realismo. Ti kita ti ket nagtigtay a sumupiat ti realismo salamangka/naturalismo ti maikasangapulo ket siam a siglo. Iti kinapudno, ti kritiko a ni Angel Flores, ket isu ti immuna a nagusar ti termino, ket nangiyuna ti panangirugi ti daytoy a tignay iti Historia universal de la infamia  (1935) ni Borges. Adu dagiti eskolar a nagisingasing a ti nagkarkaro a panagbulsek ni Borges ket timmulong kaniana nga agpartuta kadagiti nipabpabaro a simbolo ti literario babaen ti panagpanpanunot. Dagiti naladaw a panakisinnao ti daniwna nga adda dagiti kultural a pigura a kas ni Spinoza, Camões, ken Virgil. <END>"
James Clerk Maxwell,"<START> Ni James Clerk Maxwell FRS FRSE ket maysa idi nga Eskoses matematiko a pisiko. Ti kalatakan a nagun-odna ket ti panagannurot ti klasiko nga elektromagnetiko a teoria. Daytoy ket mangitipon kadagiti amin a dati a saan a mainaig a panagpalpaliiw, dagiti eksperimento, ken dagiti ekuasion ti elektrisidad, magnetismo, ken optika iti maysa a maitunos a teoria. Dagiti ekuasion ni Maxwell ket mangipakpakita a ti elektrisidad, magnetismo ken lawag ket pagbanagan ti amian a penomena, a ti elektromagnetio a lugar. Iti dimtengan daytoy, amin dagiti dadduma pay a klasiko a linteg wenno dagiti ekuasion dagitoy a displina ket naipalaka a kasokadagiti ekuasion ni Maxwell. Dagiti nagun-od ni Maxwell a maipanggep ti elektromagnetismo ket tinawtawagan ti 'maikadua a nalatak a panakaykaysa iti pisika', kalpasan ti immuna a naibanagan babaen ni Isaac Newton. <END>"
Abraham Lincoln,"<START> Ni Abraham Lincoln ket isu idi ti maika-16 a Presidente iti Estados Unidos, a nagserbi manipud idi Marso 1861 aginggana ti pinakapatay na idi Abril 1865. Isuna ket nagballigi a nangimaton ti pagilianna ti panaglasat ti nalatak a maipapan ti batay-linteg, milisia, ken kinamoralidad a didigra – ti Sibil a Gubat ti Amerikano – naitagoyonan na ti Kappon, bayat a pinasardengna ti pannakaadipen, ken nagiragpat ti panakapabaro ti ekonomiko ken panagbusbos. Isuna ket nataraudi iti napanglaw a pamilia idiay lumaud a prontera, ni Lincoln ket pinagadalanna idi ti bukodna a bagi. Nagbalin nga abogado ti away, maysa a lehislatura ti estado ti Illinois, ken maysa a naminsan a nagturay a kameng iti Kamara dagiti Panakabagi iti Estados Unidos, ngen napaay isuna kadagiti dua a panagpadas na a mabutosan iti Senado iti Estados Unidos. <END>"
Dmitri Mendeleev,"<START> Ni Dmitri Ivanovich Mendeleev ket maysa idi a Ruso kimiko ken inbentor. Isu ket naipammadayawan a kas ti nagpartuat ti immuna a bersion ti periodiko a lamisaan dagiti elemento. Ti panagusar ti lamisaan, isu ket nangipadto kadagiti tagikua dagiti elemento a saan a naduktalan. <END>"
Ernest Rutherford,"<START> Ni Ernest Rutherford, Umuna a Baron Rutherford ti Nelson OM, FRS ket maysa idi a naiyanak idiay Baro a Selanda-a Britaniko a kimiko ken pisiko a nagbalin a naam-ammuan a kas ti ama ti nuklear a pisika. Isu ket naipanpanunotan a kas ti kalatakan nga eksperimentalista manipud idi ni Michael Faraday (1791–1867). <END>"
Socrates,"<START> Ni Socrates ket maysa idi a Klasiko a Griego a Taga-Atenas a pilosopo. Isu ket naipammadayawan a kas maysa kadagiti nangbangon ti Lumaud a pilosopia, isu ket maysa nga enigmatiko a pigura a kangrunaan a naamammoan ti pannakailaglagipan kadagiti simmarsaruno a klasiko a mannurat, a naipangpangruna kadagiti sinursurat ti estudiantena a ni Plato ken Xenophon, ken dagiti pabuyana akontemporario a ni Aristophanes. Adu kadagiti mangitunton a dagiti dialogo ni Plato ket isu kadagiti kaaduan a komprehensibo a pannakailaglagipan kenni Socrates a nabatbati manipud iti kinaugma. <END>"
Erwin Schrödinger,"<START> Ni Erwin Rudolf Josef Alexander Schrödinger, ket maysa idi nga Austriano a pisiko a nagparang-ay kadagiti adu a kammasapulan a nagbanagan iti pagobraan ti kuantum a teoria, a nangporma ti batayan dagiti allon a mekanika: isu ket nangiyannugot ti allon nga ekuasion ken nagipakita ti identidad ti daytoy a panagparang-ayna iti pormalismo ken matris a mekanika. Ni Schrödinger ket nangisingasing ti maysa a kasisigud a panagipatarus ti maipapan ti bagi a kayat a sawen ti allon a pamay-an ken dagiti simarsaruno a tawen ket nagtultuloy a dinildillawna ti panagipatarus ti taripnong ti Copenhagen iti kuantum a mekanika. Iti pay maipatinayon, isu pay ket nagsurat kadagiti nadumaduma apagobraan ti pisika: ti estadistika a mekanika ken termodinamika, pisika ti dielektriko, teoria ti maris, elektrodinamika, sapasap a relatibidad ken kosmolohia, ken nagpadpadas kadagiti adu a panagaramid ti maysa a naipagkaykaysa a teoria ti pagobraan. Iti librona a 'Ania ti biag?' ni Schrödinger ket nangibagbaga ti parikut dagiti henetiko, a nagkitkita ti penomeno ti biag manipud iti panirigan iti pisika. Isu ket nangikaskaso unay kadagiti pilosopiko nga aspeto ti siensia, duog ken oriental a konsepto ti pilosopia, etika ken relihion. Isu ket nagsurat pay iti pilosopia ken teoretikal a biolohia. <END>"
Abraham,"<START> Ni Abraham ket maysa kadagiti bibliko a pariarka ken maysa a kangrunaan a karakter iti epiko dagiti Israelita. Ti saritana ket naibagbaga kadagiti kapitulo 11-25 ti Libro ti Henesis, ket addan ti prominente a papel iti Hudaismo, Kristianidad ken Islam. <END>"
Francisco Guilledo,"<START> Ni Francisco Guilledo, kadawyan nga ammo a kas ni Pancho Villa, ket maysa idi a Filipino a propesional a boksingero. Ni Villa, nga agtayag laeng iti 5 a kadapan ken 1 a pulgada (154 cm) ken saan a nagdagsen iti nadagdagsen ngem 114 a libra (51 kg), uray iti diskriminasion iti puli iti dayta a panawen, isu ket dimmayeg ken nagbalin isuna ti immuna nga Asiano a nangabak iti World Flyweight Championship idi 1923, ken nakagun-od iti reputasion a kas maysa kadagiti kalaingan a Flyweight a boksingero iti pakasaritaan. Isu ket saan idi a na-knocked out iti intero a pagsapulanna iti boksing, a nagpatingga iti kellaat nga ipupusayna idi agtawen laeng iti duapulo ket tallo manipud iti komplikasion kalpasan ti panagparut iti ngipen. <END>"
René Descartes,"<START> Ni René Descartes ket maysa idi a Pranses a pilosopo, matematiko, ken mannurat a kaaduan ti kinamanakman a panagbiagna idiay Olandes a Republika. Isu ket naibagbaga a ti 'Ama ti Moderno a Pilosopia', ken kaaduan ti simmarsaruno a Lumaud a pilosopia ket ti panangsungbat kadagiti sinursuratna, a kaaduan nga inadadal aginggana tatta nga aldaw. A naisangsangayan ti, bukodna a Dagiti Meditasion iti Umuna a Pilosopia ket agtultuloy nga isu ti pagalagadan a testo kadagiti kaaduan a departamentato dagiti unibersidad ti pilosopia. Ti impluensia ni Descartes iti matematika maipadpada pay a makitkita; ti Kartesiano a koordinado a sistema — a mangpalubos ti panagaibasaran ti maysa a puntos iti limbang a kas agasmang a bilbilang, ken mangpalubos kadagiti alhebraiko anga ekuasion a maiyebkas a kas heometriko a suksukog kadagiti dua a rukod a koordinado a sistema —ket nainaganan kaniana idi. Isu ket naipammadayawan pay a kas ama ti analitikal a heometria, ti panagikapetan a baetan ti alhebra ken heometria, a nasken para iti panakaduktal ti inpinitesimal a kalkulo ken panagusig. Ni Descartes ket maysa pay idi kadagiti kangrunaan a pigura iti Sientipiko a Rebolusion ken naipalpalawagan a kas maysa a kas pagarigan ti henio. <END>"
Pablo ti Apostol,"<START> Ni Pablo ti Apostol, ken tinawtawagan pay a kas ni Saul ti Tarsus, ket naipagarupan nga isu ti kaimpluensiaan a nasapa Kristiano a misionario. Dagiti naibagbaga a sinursurat babaen ti simbaan ket mangporma kadagiti adu a paset ti Baro a Testamento. Ti impluensia iti Kristiano a panagpanpanunot dagiti epistola a naibagbaga a sinuratna ket adu, gapo ti pannkaitaripnongna a kas maysa a prominente nga apostol ti Kristianidad idi las-ud ti panangiwarwaras ti Ebanghelio babaenti nasap a komunidad dagiti Kristiano iti ballasiw ti Romano nga Imperio. <END>"
C. S. Lewis,"<START> Ni Clive Staples Lewis, naamammoan a kas ni C. S. Lewis ken naamammoan dagiti gayyem ken pamiliana a kas 'Jack', ket maysa idi a nobelista, mannaniw, akademiko, mediebalista, literio a kritiko, mannalaysay, teologo ken Kristiano nga apolohetika manipud idiay Belfast, Irlanda. Naamammoan isuna kadagiti obrana a kangrunaan dagiti Dagiti Screwtape a Surat, Dagiti Kronika iti Narnia ken tiTi Limbang a Trilohia ken ti saan a piksion, a kas ti Kristianidad laeng, Dagiti mirakulo ken Ti Parikut iti Sakit. <END>"
Sigmund Freud,"<START> Ni Sigmund Freud, nayanak a kas ni Sigismund Schlomo Freud, ket maysa idi nga Austriano a neurologo a nagbalin nga ammo a kas ti nangibangon iti sikoanalisis. <END>"
Georg Wilhelm Friedrich Hegel,"<START> Ni Georg Wilhelm Friedrich Hegel ket maysa idi nga Aleman a pilosopo, ken maysa a nanagruna a pigura iti Aleman nga Idealismo. Ti bukodna a historisista ken idealista a panangibagbaga ti realidad a rebolusionado a Europeano a pilosopia ket maysa idi a nangruna a simmarunuan ti Kontinental a pilosopia ken Marxismo. <END>"
Roald Amundsen,"<START> Ni Roald Engelbregt Gravning Amundsen ket maysa idi a Norwego nga eksplorador dagiti polar a rehion. Isu ket nangidaulo ti Antartika a ekspedision (1910-12) a panagduktal ti Abagatan nga Ungto idi Disiembre 1911 ken isu idi ti immuna a daulo ti ekspedision a a nakaabot ti Amianan nga Ungto idi 1926. Isu ket ammo pay a kas ti immuna a nanglasat ti Amianan a laud a Pagnaan (1903-06). Isu ket napukaw idi Hunio 1928 bayat a nakibingbinglay a kas paset ti panagisalakan a mision. Ni Amundsen, a kaduana da Douglas Mawson, Robert Falcon Scott, ken Ernest Shackleton, ket nangruna idi a daulo ti ekspedision idi las-ud ti Natured a Panawen ti Antartika nga Eksplorasion. <END>"
Ibn Khaldun,"<START> Ni Ibn Khaldūn or Ibn Khaldoun ket maysa idi a Muslim historiograpo ken historiador nga isu ket kankanayon a naipnapanunotan a kas ti ama ti moderno a historiograpo, sosiolohia ken ekonomia. Isu ket nadayeg a naamammoan para iti bukodna a Muqaddimah, a naduktalan idi, nausig ket napno nga immuna a kinaynayatan babaen dagiti maika-19 a siglo nga Europeano nga eskolar a ni, urayno daytoy ket adda pay dagiti adu a pannakaimpluensia idi maika-17 a siglo nga Otomano a historiador a kas ni Ḥajjī Khalīfa ken ni Mustafa Naima a nagkamkammatalek kadagiti teoriana tapno usigenda ti idadakkel ken pannakaapday ti Otomano nga Imperio. Iti kinaudi ti maika-19 a siglo, dagiti Lumaud nga eskolar ket binigbiganda nga isu ket maysa kadagiti kalatakan a pilosopo a rimmuar iti Muslim a lubong. <END>"
Immanuel Kant,"<START> Ni Immanuel Kant ket maysa idi nga Aleman a pilosopo manipud idiay Königsberg, nga isu ketnagsuksukisok, naglektura, ken nagsurat iti pilosopia ken antropolohia idi las-ud ti Panagpalawag idi gibus ti maika-18 a siglo. <END>"
